gvkey,fyear,conm,act,at,dlc,ebit,ni,re,wcap,survive,niat,cr,wcat,ebitaat,reat,niat_s,cr_s,wcat_s,reat_s,ebitaat_s
161843,2009,MANITEX INTERNATIONAL INC,40.147,94.685,3.144,-0.199,3.639,-6.04,25.578,1,0.0384327,12.7694,0.2701378,-0.0021017,-0.0637905,0.0721009,-0.0852895,0.0380063,0.050906,0.0751682
161844,2009,LAS VEGAS SANDS CORP,5623.674,20572.11,173.315,192.429,-354.479,500.581,3784.369,1,-0.0172311,32.4477,0.1839563,0.0093539,0.024333,0.0695187,-0.0787878,0.0374167,0.0510078,0.0759876
161869,2009,PEOPLES EDUCATIONAL HOLDINGS,8.43,22.376,2,0.731,0.251,-2.342,0.442,1,0.0112174,4.215,0.0197533,0.0326689,-0.1046657,0.0708384,-0.0881158,0.0362931,0.0508587,0.0776552
161925,2009,CHINA FINANCE ONLINE CO LTD,133.657,165.61,0.146,-8.372,-6.22,23.263,81.256,1,-0.0375581,915.4589,0.4906467,-0.0505525,0.1404686,0.0685757,0.2129592,0.0395152,0.051142,0.0717028
161992,2009,TELVENT GIT SA,776.28,1588.889,177.399,110.729,56.004,125.472,-31.857,1,0.0352473,4.375898,-0.0200499,0.0696896,0.0789684,0.0719531,-0.0880627,0.0360207,0.0510709,0.0803031
161997,2009,HURON CONSULTING GROUP INC,192.783,754.215,0.278,80.281,-32.873,43.065,-0.21,1,-0.0435857,693.4641,-0.0002784,0.1064431,0.0570991,0.0682961,0.1396121,0.036156,0.0510456,0.0829319
162076,2009,ARC DOCUMENT SOLUTIONS INC,106.48,620.954,53.52,51.802,-14.885,193.688,-3.739,1,-0.0239712,1.989537,-0.0060214,0.0834232,0.31192,0.069206,-0.0888511,0.0361167,0.05134,0.0812854
162085,2009,HARDWOODS DISTRIBUTION INC,53.113,74.27,4.96,-1.949,-10.24,-78.296,43.165,1,-0.1378753,10.70827,0.5811903,-0.0262421,-1.054208,0.0639221,-0.0859705,0.0401347,0.0497617,0.0734416
162127,2009,CONSOLIDATED COMM HLDGS INC,104.366,1223.043,0.344,78.116,24.905,-35.54,23.789,1,0.0203631,303.3895,0.0194507,0.0638702,-0.0290587,0.0712627,0.0107314,0.036291,0.0509461,0.0798868
162129,2009,MOSAIC CO,4974.8,12707.7,98.3,1322,827.1,6194.7,3670.9,1,0.0650865,50.60834,0.2888721,0.1040314,0.4874761,0.0733374,-0.0727875,0.0381345,0.0515429,0.0827594
162146,2009,CRYOPORT INC,3.905,4.777,0.44,-4.198,-5.652,-45.943,1.995,1,-1.183169,8.875,0.4176261,-0.8787942,-9.617542,0.0154316,-0.0865762,0.0390155,0.0398684,0.0124631
162254,2009,CELANESE CORP,2856,8410,242,414,488,843,1249,1,0.0580262,11.80165,0.1485137,0.0492271,0.1002378,0.0730098,-0.0856092,0.0371741,0.0510955,0.0788395
162264,2009,NEENAH INC,230.2,637.5,55.6,32.5,-1.2,-125.6,96,1,-0.0018824,4.140288,0.1505882,0.0509804,-0.1970196,0.0702307,-0.0881405,0.0371883,0.050752,0.0789649
162321,2009,SES SOLAR INC,4.309,23.4,16.346,-1.279,-1.215,-6.15,-16.06,1,-0.0519231,0.2636119,-0.6863248,-0.0546581,-0.2628205,0.0679094,-0.0894214,0.0314618,0.050676,0.0714092
162335,2009,PRESTIGE CONSUMER HEALTHCARE,112.15,791.412,29.587,81.453,32.115,-55.407,56.498,1,0.0405794,3.790516,0.0713889,0.1029211,-0.0700103,0.0722005,-0.0882561,0.0366464,0.0508988,0.0826799
162354,2009,DOLBY LABORATORIES INC,900.838,1581.315,1.624,342.495,242.991,862.016,744.254,1,0.1536639,554.7032,0.4706551,0.2165887,0.5451261,0.0774464,0.0937655,0.0393784,0.0516095,0.09081
162371,2009,CINCH ENERGY CORP,5.109,124.872,26.519,-11.048,-8.904,-24.644,-29.445,1,-0.071305,0.1926543,-0.2358015,-0.0884746,-0.1973541,0.0670102,-0.0894448,0.0345445,0.0507517,0.0689904
162401,2009,HUNTSMAN CORP,4140,8626,431,54,114,-1302,2329,1,0.0132159,9.605569,0.2699977,0.0062601,-0.150939,0.0709311,-0.0863348,0.0380054,0.0508053,0.0757663
162404,2009,LHC GROUP INC,95.378,306.233,0.415,85.718,43.886,138.196,48.389,1,0.1433092,229.8265,0.1580137,0.279911,0.4512773,0.076966,-0.0135738,0.0372391,0.051501,0.0953391
162449,2009,EXLSERVICE HOLDINGS INC,181.546,249.62,0.144,19.801,15.653,82.159,143.219,1,0.0627073,1260.736,0.5737481,0.0793246,0.3291363,0.073227,0.3270388,0.0400838,0.0513599,0.0809922
162461,2009,SEMBIOSYS GENETICS INC,4.421,8.104,1.535,-9.698,-6.589,-82.212,1.595,1,-0.8130553,2.88013,0.1968164,-1.196693,-10.14462,0.032601,-0.0885569,0.0375046,0.0392594,-0.0102745
162488,2009,VISANT CORP,390.397,2187.247,2.058,215.239,90.66,169.622,50.264,1,0.0414494,189.6973,0.0229805,0.0984064,0.0775504,0.0722408,-0.0268325,0.0363152,0.0510693,0.082357
162506,2009,DIRECTCASH PAYMENTS INC,42.802,119.752,40.272,15.926,14.914,-55.416,-17.425,1,0.1245407,1.062823,-0.145509,0.1329915,-0.4627564,0.0760954,-0.0891573,0.0351623,0.050445,0.0848307
162548,2009,MACRO ENTERPRISES INC,11.679,32.616,2.708,-0.336,-1.622,-5.261,3.427,1,-0.0497302,4.312777,0.1050711,-0.0103017,-0.1613012,0.0680111,-0.0880835,0.0368769,0.0507933,0.0745817
162564,2009,XEBEC ADSORPTION INC,11.786,20.911,0.881,-6.16,-6.732,-5.907,5.084,1,-0.3219358,13.37798,0.2431256,-0.2945818,-0.2824829,0.0553836,-0.0850884,0.0378215,0.0506533,0.0542487
162567,2009,FORRESTER METALS INC,5.579,31.536,1.32,-3.102,-2.722,-22.418,1.626,1,-0.0863141,4.226515,0.0515601,-0.0983638,-0.7108701,0.066314,-0.088112,0.0365107,0.0501584,0.0682831
162644,2009,ORSUS XELENT TECHNOLOGIES,91.481,95.754,9.697,6.209,-6.368,39.037,38.003,1,-0.0665037,9.433949,0.3968816,0.0648432,0.4076801,0.067233,-0.0863915,0.0388736,0.0514507,0.0799564
162701,2009,NOVELIS INC,2935,7762,181,701,405,-1628,1045,1,0.0521773,16.21547,0.1346302,0.0903118,-0.2097398,0.0727385,-0.0841509,0.0370791,0.0507374,0.0817781
162703,2009,STONEHAM DRILLING TRUST,15.844,166.724,4.568,4.719,0.857,9.314,5.135,1,0.0051402,3.468477,0.0307994,0.0283043,0.0558648,0.0705565,-0.0883625,0.0363687,0.0510442,0.077343
162720,2009,NAVIOS MARITIME HOLDINGS INC,427.68,2935.182,59.804,93.365,67.934,391.741,231.6,1,0.0231447,7.151361,0.0789048,0.0318089,0.133464,0.0713917,-0.0871457,0.0366978,0.0511339,0.0775937
162796,2009,ALION SCIENCE AND TECHNOLOGY,195.137,647.498,5.439,37.565,-17.041,-274.797,27.833,1,-0.0263182,35.87737,0.0429855,0.0580156,-0.4243982,0.0690971,-0.0776546,0.0364521,0.0504894,0.0794681
162887,2009,DEXCOM INC,36.92,46.948,0.9,-45.833,-53.524,-291.221,18.124,1,-1.14007,41.02222,0.3860441,-0.9762503,-6.203054,0.017431,-0.0759547,0.0387994,0.0438132,0.0054926
162892,2009,MEDICINOVA INC,46.924,94.327,17.606,-19.439,-20.369,-247.416,24.501,1,-0.2159403,2.665228,0.2597453,-0.206081,-2.622961,0.0603007,-0.0886279,0.0379352,0.0479493,0.0605787
162906,2009,IHS MARKIT LTD,413.234,1675.588,92.577,178.304,134.963,615.351,-135.943,1,0.0805466,4.463679,-0.0811315,0.1064128,0.3672448,0.0740545,-0.0880337,0.0356028,0.051404,0.0829297
162940,2009,MOLSON COORS CDA INC,1844.065,12575.27,314.144,423.357,753.61,2882.634,190.286,1,0.0599279,5.870126,0.0151318,0.0336658,0.2292303,0.073098,-0.087569,0.0362615,0.0512445,0.0777265
163036,2009,BUILDERS FIRSTSOURCE,240.342,434.951,0.048,-60.667,-61.854,-103.656,171.801,1,-0.1422091,5007.125,0.3949893,-0.1394801,-0.2383165,0.063721,1.564846,0.0388606,0.0507043,0.0653423
163060,2009,DIANA SHIPPING INC,297.156,1320.425,5.4,123.858,121.498,93.533,264.77,1,0.0920143,55.02889,0.2005188,0.0938016,0.0708355,0.0745865,-0.0713269,0.03753,0.0510615,0.0820277
163088,2009,LOTUS PHARMACEUTICALS INC,7.695,84.381,4.17,21.039,16.432,50.101,-4.953,1,0.1947358,1.845324,-0.0586981,0.2493334,0.5937474,0.0793517,-0.0888988,0.0357563,0.0516656,0.093152
163112,2009,FINDEV INC,10.983,11.319,0.17,-2.439,-2.524,-5.718,9.62,1,-0.2229879,64.60588,0.8498984,-0.2154784,-0.5051683,0.0599738,-0.0681627,0.0419733,0.050396,0.0599065
163113,2009,KOPPERS HOLDINGS INC,381,644.4,0.2,97.6,18.8,-60,249.2,1,0.0291744,1905,0.3867163,0.1514587,-0.0931099,0.0716714,0.5399036,0.038804,0.0508721,0.0861516
163124,2009,AFFINIA GROUP INTRMDT HLDGS,973,1483,12,112,-44,-43,536,1,-0.0296696,81.08334,0.3614295,0.0755226,-0.0289953,0.0689417,-0.0627185,0.038631,0.0509462,0.0807203
163579,2009,NUVIM INC,0.103,0.109,0.269,-0.584,-0.591,-24.872,-1.576,1,-5.422019,0.3828996,-14.45872,-5.357798,-228.1835,-0.1812057,-0.089382,-0.0627756,-0.2126446,-0.3078962
163596,2009,CAMBER ENERGY INC,2.503,24.799,2.15,-1.877,-2.321,-2.784,-4.149,1,-0.0935925,1.164186,-0.1673051,-0.0756885,-0.1122626,0.0659763,-0.0891238,0.0350132,0.05085,0.069905
163610,2009,INTERCONTINENTAL EXCHANGE,19459.85,21884.88,99,527.893,315.988,1073.683,492.019,1,0.0144386,196.5642,0.0224821,0.0241214,0.0490605,0.0709878,-0.0245637,0.0363118,0.0510364,0.0770438
163668,2009,LINCOLN EDUCATIONAL SERVICES,105.961,388.368,0.383,90.248,49.239,99.557,4.494,1,0.1267844,276.6606,0.0115715,0.2323775,0.2563471,0.0761995,0.0019002,0.0362371,0.0512758,0.0919393
163768,2009,GTT COMMUNICATIONS INC,16.328,55.761,12.463,1.936,0.454,-45.698,-25.823,1,0.0081419,1.310118,-0.4631014,0.0347196,-0.8195333,0.0706957,-0.0890756,0.0329892,0.0500328,0.0778019
163889,2009,ATRICURE INC,31.351,34.982,2.228,-4.744,-16.495,-93.825,19.544,1,-0.4715283,14.07136,0.5586874,-0.1356126,-2.682094,0.0484442,-0.0848593,0.0399807,0.047881,0.0656189
163930,2009,GENCO SHIPPING & TRADING,218.068,2336.802,50,210.492,148.624,206.409,139.055,1,0.0636014,4.36136,0.0595065,0.090077,0.0883297,0.0732685,-0.0880675,0.0365651,0.0510817,0.0817613
163968,2009,ALTUS GROUP LTD,88.554,339.448,0.396,5.07,3.388,-53.928,52.659,1,0.0099809,223.6212,0.1551313,0.014936,-0.1588697,0.070781,-0.015624,0.0372194,0.0507961,0.0763868
163975,2009,HOKU CORP,9.054,298.204,11.134,-6.079,-5.432,-7.717,-24.95,1,-0.0182157,0.8131849,-0.0836676,-0.0203854,-0.0258783,0.069473,-0.0892398,0.0355854,0.0509498,0.0738605
163983,2009,TREEHOUSE FOODS INC,370.652,1384.428,0.906,126.424,81.314,168.311,220.927,1,0.0587347,409.1082,0.15958,0.0913186,0.1215744,0.0730427,0.0456609,0.0372499,0.0511201,0.0818501
164086,2009,CIMPRESS PLC,156.863,369.549,8.349,61.582,55.686,102.506,90.05,1,0.1506864,18.78824,0.2436754,0.166641,0.2773813,0.0773083,-0.0833008,0.0378253,0.0513001,0.0872375
164094,2009,CARGOJET INC,18.594,134.813,0.666,12.136,8.165,-8.307,2.589,1,0.0605654,27.91892,0.0192044,0.090021,-0.0616187,0.0731276,-0.0802841,0.0362893,0.0509085,0.0817573
164116,2009,OMEGA FLEX INC,19.088,29.532,7.5,6.244,4.381,2.75,5.721,1,0.1483476,2.545067,0.1937221,0.2114317,0.0931193,0.0771998,-0.0886676,0.0374835,0.0510872,0.0904411
164135,2009,ORMET CORP,97.817,198.853,4.061,16.504,32.774,-320.127,38.549,1,0.1648152,24.08693,0.1938568,0.082996,-1.609868,0.0779637,-0.0815502,0.0374844,0.0491198,0.0812548
164182,2009,COLABOR GROUP INC,158.072,386.212,21.512,29.486,16.671,3.863,34.955,1,0.0431654,7.348085,0.0905073,0.0763467,0.0100023,0.0723204,-0.0870807,0.0367772,0.0509912,0.0807792
164190,2009,AIR CANADA,2651,10406,468,-316,-24,-911,-351,1,-0.0023064,5.66453,-0.0337305,-0.0303671,-0.0875456,0.070211,-0.0876369,0.0359271,0.0508785,0.0731466
164271,2009,AMC ENTERTAINMENT INC,594.2,3653.177,10.463,111.335,69.79,-68.128,143.172,1,0.0191039,56.7906,0.0391911,0.0304762,-0.018649,0.0712043,-0.0707449,0.0364261,0.0509581,0.0774984
164290,2009,KONA GRILL INC,10.105,49.963,6.484,-3.692,-21.552,-38.759,-5.054,1,-0.4313592,1.558451,-0.1011548,-0.0738947,-0.775754,0.0503076,-0.0889936,0.0354658,0.0500834,0.0700333
164296,2009,DISCOVERY INC,1680,10965,38,1049,560,-397,890,1,0.0510716,44.21053,0.0811673,0.095668,-0.0362061,0.0726872,-0.0749013,0.0367133,0.0509378,0.0821612
164333,2009,EMBER RESOURCES INC,10.241,365.539,0.422,-20.767,-19.006,-19.823,-0.755,1,-0.0519945,24.26777,-0.0020654,-0.056812,-0.0542295,0.067906,-0.0814904,0.0361438,0.050917,0.0712551
164342,2009,CHINA-BIOTICS INC,181.953,232.935,22.147,35.22,15.648,73.407,105.197,1,0.0671775,8.215695,0.4516152,0.151201,0.3151394,0.0734344,-0.086794,0.0392481,0.0513438,0.0861332
164376,2009,CONFORCE INTERNATIONAL INC,0.687,1.249,0.029,-0.611,-0.789,-1.517,-0.002,1,-0.6317053,23.68966,-0.0016013,-0.4891914,-1.214572,0.0410137,-0.0816814,0.036147,0.0495765,0.0403293
164391,2009,HIGH ARCTIC ENERGY SERVICES,46.6,110.8,93.3,20.4,-16.5,-137.2,-70,1,-0.148917,0.4994641,-0.6317689,0.1841155,-1.238267,0.0634099,-0.0893435,0.0318351,0.0495491,0.0884874
164471,2009,RESTAURANT BRANDS INTL INC,370.6,2707.1,67.5,345.2,200.1,409.5,-111.7,1,0.0739167,5.49037,-0.0412619,0.1275165,0.1512689,0.073747,-0.0876945,0.0358756,0.0511544,0.0844391
164494,2009,SPIRIT AEROSYSTEMS HOLDINGS,2852.9,4473.8,9.1,407.2,191.7,622.1,1870.7,1,0.0428495,313.5055,0.4181457,0.0910188,0.139054,0.0723058,0.0140737,0.0390191,0.0511403,0.0818286
164506,2009,ACCO BRANDS CORP,537.1,1106.8,0.7,103.6,-126.1,-1513.3,238.2,1,-0.1139321,767.2857,0.215215,0.0936032,-1.367275,0.0650328,0.1640027,0.0376305,0.0494,0.0820135
164511,2009,ADVAXIS INC,0.696,2.714,2.043,-4.987,0.929,-16.604,-5.79,1,0.3422992,0.3406755,-2.133383,-1.837509,-6.117907,0.0861971,-0.0893959,0.0215603,0.0439115,-0.0561087
164557,2009,RBC BEARINGS INC,234.503,375.955,1.71,36.069,24.385,98.855,202.714,1,0.0648615,137.1363,0.5391976,0.0959397,0.2629437,0.0733269,-0.0441987,0.0398474,0.0512835,0.0821806
164606,2009,TOWN SPORTS INTL HOLDINGS,26.815,467.466,1.85,27.283,-5.668,14.316,-46.621,1,-0.0121249,14.49459,-0.0997313,0.0583636,0.0306247,0.0697556,-0.0847195,0.0354755,0.051015,0.079493
164648,2009,NEW ORIENTAL ENERGY & CHEM,13.024,62.183,32.959,-10.007,-12.801,-3.36,-44.151,1,-0.2058601,0.3951576,-0.7100173,-0.1609282,-0.0540341,0.0607683,-0.0893779,0.0312997,0.0509172,0.0638082
164652,2009,BROOKDALE SENIOR LIVING INC,317.421,4645.943,166.185,41.896,-66.255,-767.84,-371.888,1,-0.0142608,1.910046,-0.0800458,0.0090178,-0.1652711,0.0696565,-0.0888774,0.0356102,0.0507887,0.0759635
164656,2009,SC HOLDINGS CORP,6.251,33.199,15.694,-5.47,18.946,-209.561,-28.876,1,0.5706798,0.3983051,-0.8697852,-0.164764,-6.312268,0.0967915,-0.0893769,0.0302064,0.043687,0.0635339
164660,2009,CLEAR CHANNEL OUTDOOR HLDGS,1640.545,7192.422,47.073,136.82,-868.189,-4105.003,869.452,1,-0.1207089,34.85108,0.1208845,0.0190228,-0.57074,0.0647184,-0.0779937,0.0369851,0.0503203,0.0766792
164702,2009,HOLLYSYS AUTOMATION TECH LTD,283.971,345.444,10.978,-7.309,-13.851,42.269,182.849,1,-0.0400962,25.86728,0.5293159,-0.0211583,0.1223614,0.068458,-0.0809619,0.0397798,0.051121,0.0738052
164720,2009,CYTODYN INC,0.72,0.748,0.154,-3.296,-3.36,-17.288,-4.831,1,-4.491978,4.675325,-6.458556,-4.406417,-23.1123,-0.1380617,-0.0879638,-0.0080346,0.0242776,-0.239849
164755,2009,CROCS INC,267.254,409.738,0.64,0.355,-42.078,46.323,180.598,1,-0.1026949,417.5844,0.4407646,0.0008664,0.1130552,0.0655541,0.0484614,0.0391739,0.0511103,0.0753805
165051,2009,SUNPOWER CORP,1282.342,2696.036,149.218,63.516,33.173,83.376,747.246,1,0.0123044,8.593749,0.2771647,0.023559,0.0309254,0.0708888,-0.0866691,0.0380544,0.0510154,0.0770036
165052,2009,UNDER ARMOUR INC,448,545.588,9.275,85.273,46.785,202.652,327.838,1,0.0857515,48.30189,0.6008893,0.1562956,0.3714378,0.074296,-0.0735495,0.0402695,0.0514088,0.0864975
165075,2009,STEALTHGAS INC,69.032,692.497,36.167,27.693,-13.312,16.479,0.009,1,-0.0192232,1.908701,0.000013,0.0399901,0.0237965,0.0694263,-0.0888778,0.036158,0.0510072,0.0781788
165123,2009,LEIDOS HOLDINGS INC,3193,5295,3,869,497,195,1487,1,0.0938621,1064.333,0.280831,0.1641171,0.0368272,0.0746722,0.2621473,0.0380795,0.0510222,0.087057
165141,2009,HANNAN METALS,0.719,3.714,3.471,-31.499,-26.301,-48.074,-3.182,1,-7.081583,0.2071449,-0.8567582,-8.481153,-12.944,-0.2581917,-0.08944,0.0302956,0.0360252,-0.5312931
165256,2009,LIFEWORKS INC,78.174,661.546,15.806,17.076,10.826,-67.157,15.218,1,0.0163647,4.945844,0.0230037,0.0258123,-0.1015152,0.0710772,-0.0878744,0.0363153,0.0508624,0.0771648
165269,2009,SOLAR ENERTECH CORP,15.9,27.496,3.061,-10.965,-14.181,-65.866,0.106,1,-0.5157477,5.194381,0.0038551,-0.3987853,-2.395476,0.0463929,-0.0877923,0.0361843,0.0482121,0.0467956
165468,2009,HONG YUAN HOLDING GROUP,2.694,6.864,0.078,-5.377,-6.073,-35.408,1.02,1,-0.8847611,34.53846,0.1486014,-0.7833624,-5.158508,0.0292746,-0.078097,0.0371747,0.04502,0.0192888
165510,2009,ORIGIN AGRITECH LTD,75.163,120.742,29.065,6.692,-5.977,-19.902,-4.911,1,-0.0495022,2.586031,-0.0406735,0.055424,-0.1648308,0.0680217,-0.088654,0.0358796,0.0507892,0.0792827
165551,2009,VECIMA NETWORKS INC,66.518,147.781,0.585,19.235,13.245,91.266,51.804,1,0.0896259,113.706,0.3505457,0.1301588,0.617576,0.0744757,-0.05194,0.0385565,0.0516932,0.0846281
165556,2009,CHAPARRAL ENERGY INC,161.682,1353.92,4.653,-171.235,-144.318,-105.36,44.153,1,-0.1065927,34.74791,0.0326112,-0.1264735,-0.0778185,0.0653733,-0.0780278,0.0363811,0.0508898,0.0662726
165557,2009,BIRKS GROUP INC,159.938,191.734,69.372,-6.993,-19.471,-58.236,39.23,1,-0.1015522,2.305512,0.2046064,-0.0364724,-0.3037333,0.0656071,-0.0887467,0.0375579,0.0506288,0.0727099
165642,2009,AEGEAN MARINE PETROLM NETWK,508.686,967.345,64.35,55.122,48.525,140.515,218.488,1,0.0501631,7.904989,0.2258636,0.0569828,0.1452584,0.0726451,-0.0868967,0.0377034,0.0511475,0.0793942
165653,2009,DELTA TUCKER HOLDINGS INC,1099.013,1782.617,44.137,207.729,86.088,228.34,426.118,1,0.048293,24.90004,0.2390407,0.1165304,0.1280926,0.0725583,-0.0812815,0.0377936,0.0511277,0.0836533
165678,2009,COPA HOLDINGS SA,502.154,2092.869,94.55,242.743,240.359,817.384,55.572,1,0.1148467,5.310988,0.026553,0.1159858,0.3905567,0.0756457,-0.0877537,0.0363396,0.0514309,0.0836144
165728,2009,EVER-GLORY INTL GROUP INC,43.858,60.654,9.881,6.113,4.252,27.926,17.052,1,0.0701026,4.43862,0.2811356,0.1007848,0.4604148,0.07357,-0.088042,0.0380816,0.0515116,0.0825272
165743,2009,STAR BULK CARRIERS CORP,60.828,760.641,59.675,22.876,-58.415,15.364,-10.264,1,-0.0767971,1.019321,-0.0134939,0.0300746,0.0201988,0.0667555,-0.0891717,0.0360656,0.051003,0.0774696
165746,2009,LIVE NATION ENTERTAINMENT,717.866,2341.759,41.032,-10.211,-60.179,-429.586,-34.368,1,-0.0256982,17.49527,-0.0146761,-0.0043604,-0.1834459,0.0691259,-0.083728,0.0360575,0.0507677,0.0750067
165768,2009,FREESEAS INC,22.125,297.321,15.4,11.459,6.859,17.371,-7.363,1,0.0230693,1.436688,-0.0247645,0.0385408,0.0584251,0.0713882,-0.0890338,0.0359885,0.0510472,0.0780752
165829,2009,ALCANNA INC,131.736,509.809,41.094,37.22,23.729,-25.736,63.048,1,0.0465449,3.205723,0.1236698,0.0730077,-0.0504817,0.0724772,-0.0884493,0.0370041,0.0509213,0.0805404
165880,2009,GEOPETRO RESOURCES CO,3.045,34.004,1.55,-26.567,-25.808,-38.173,-1.173,1,-0.7589695,1.964516,-0.0344959,-0.7812904,-1.122603,0.03511,-0.0888594,0.0359219,0.0496827,0.019437
165913,2009,EUROSEAS LTD,58.933,323.418,14.03,8.878,-15.628,-5.06,28.49,1,-0.0483214,4.200499,0.0880903,0.0274505,-0.0156454,0.0680764,-0.0881206,0.0367607,0.0509616,0.0772819
165914,2009,CHIPOTLE MEXICAN GRILL INC,297.454,961.505,0.096,209.661,126.845,277.562,195.301,1,0.1319234,3098.479,0.2031201,0.218055,0.2886745,0.0764379,0.9342292,0.0375478,0.0513132,0.0909149
165927,2009,TERNIUM SA -ADR,5033.292,10292.67,539.525,317.083,717.4,5639.76,3874.525,1,0.0697001,9.329117,0.3764353,0.0308067,0.5479393,0.0735514,-0.0864261,0.0387337,0.0516127,0.077522
165948,2009,CHORUS AVIATION INC,343.267,1266.471,117.387,88.774,92.638,-237.263,40.521,1,0.0731466,2.924233,0.0319952,0.0700956,-0.1873418,0.0737113,-0.0885423,0.0363769,0.0507632,0.0803321
165993,2009,FIDELITY NATIONAL INFO SVCS,1666.1,13997.6,236.7,557,105.9,1216.8,431.4,1,0.0075656,7.038868,0.0308196,0.0397925,0.0869292,0.070669,-0.0871828,0.0363688,0.0510801,0.0781647
166213,2009,LIQUIDITY SERVICES INC,91.382,138.588,0.056,13.164,5.719,34.187,59.795,1,0.0412662,1631.821,0.4314587,0.0949866,0.2466808,0.0722323,0.4496454,0.0391102,0.0512647,0.0821124
166226,2009,INTERMAP TECHNOLOGIES CORP,27.728,132.025,1.686,-26.477,-27.031,-75.644,18.925,1,-0.2047415,16.44603,0.1433441,-0.2005454,-0.5729521,0.0608202,-0.0840747,0.0371388,0.0503177,0.0609746
166230,2009,KRATON CORP,499.617,974.499,2.304,33.565,-0.29,36.822,316.542,1,-0.0002976,216.8477,0.3248253,0.0344433,0.0377856,0.0703042,-0.017862,0.0383805,0.0510233,0.0777821
166264,2009,POLARIS MATERIALS CORP,15.909,142.249,0.768,-17.97,-18.681,-40.77,11.054,1,-0.1313261,20.71484,0.0777088,-0.1263278,-0.2866101,0.0642259,-0.0826643,0.0366897,0.0506485,0.066283
166303,2009,JAZZ TECHNOLOGIES INC,74.234,247.76,7,9.496,0.544,-0.651,30.22,1,0.0021957,10.60486,0.1219729,0.0383274,-0.0026275,0.0704199,-0.0860046,0.0369925,0.0509766,0.0780599
166368,2009,COMPASS DIVERSIFIED HOLDINGS,275.027,831.012,2.5,17.142,-26.27,-48.629,145.14,1,-0.0316121,110.0108,0.1746545,0.0206279,-0.0585178,0.0688516,-0.0531609,0.037353,0.0509121,0.076794
166381,2009,NATIONAL MENTOR HOLDINGS INC,178.576,995.61,7.533,45.866,-5.456,-26.31,47.836,1,-0.0054801,23.70583,0.0480469,0.0460682,-0.026426,0.0700638,-0.0816761,0.0364867,0.0509491,0.0786136
166385,2009,GRUPO AEROPORTUARIO DEL PACI,215.755,2173.594,14.855,99.089,91.858,186.564,168.851,1,0.0422609,14.52407,0.0776829,0.0455876,0.085832,0.0722785,-0.0847097,0.0366895,0.0510788,0.0785792
166430,2009,KNOW LABS INC,0.012,0.012,0.157,-0.897,-0.951,-7.625,-1.366,1,-79.25,0.0764331,-113.8333,-74.75,-635.4167,-3.606035,-0.0894832,-0.7427446,-0.6831281,-5.271151
166443,2009,CHINA GENGSHENG MINERALS INC,73.455,98.041,28.46,5.115,5.608,29.239,24.557,1,0.0572006,2.580991,0.2504768,0.052172,0.2982324,0.0729715,-0.0886557,0.0378718,0.0513242,0.0790501
166460,2009,ASCENT SOLAR TECHNOLOGIES,61.479,172.661,0.217,-21.739,-20.923,-46.032,50.229,1,-0.1211797,283.3134,0.2909111,-0.1259057,-0.2666034,0.0646966,0.0040983,0.0381485,0.0506717,0.0663132
166477,2009,CES ENERGY SOLUTIONS CORP,45.726,130.699,9.868,6.205,7.515,-27.036,11.347,1,0.0574985,4.633766,0.0868178,0.0474755,-0.206857,0.0729854,-0.0879775,0.036752,0.0507407,0.0787142
166482,2009,MUELLER WATER PRODUCTS INC,746.1,1739.5,11.7,15.5,-996.7,-1164.2,525.3,1,-0.5729808,63.76923,0.3019833,0.0089106,-0.6692728,0.0437378,-0.0684391,0.0382242,0.0502064,0.0759559
166485,2009,REGIONAL HEALTH PROPERTS INC,7.003,30.104,0.708,1.775,0.44,-9.805,2.658,1,0.014616,9.891243,0.0882939,0.0589623,-0.3257042,0.0709961,-0.0862404,0.0367621,0.0506034,0.0795358
166491,2009,INDIA GLOBALIZATION CAPITAL,11.103,35.37,5.509,-3.406,-4.789,-12.03,2.994,1,-0.1353972,2.015429,0.084648,-0.0962963,-0.3401187,0.064037,-0.0888426,0.0367371,0.0505867,0.068431
166520,2009,SENSIO TECHNOLOGIES INC,11.197,11.931,0.161,-3.19,-3.174,-12.327,10.584,1,-0.2660297,69.54659,0.8871008,-0.2673707,-1.033191,0.0579771,-0.0665303,0.0422279,0.049786,0.0561949
166555,2009,ALPHATEC HOLDINGS INC,67.622,161.888,6.724,-0.376,-13.289,-100.197,29.543,1,-0.0820876,10.05681,0.1824904,-0.0023226,-0.6189279,0.06651,-0.0861857,0.0374066,0.0502646,0.0751524
166562,2009,VONAGE HOLDINGS CORP,111.459,313.384,2.803,62.202,-42.598,-1087.78,-27.956,1,-0.1359291,39.76418,-0.0892069,0.1984849,-3.471077,0.0640124,-0.0763704,0.0355475,0.0469695,0.0895151
166563,2009,DELEK US HOLDINGS INC,311.6,1223,82.7,-63.1,0.7,248.7,-10.6,1,0.0005724,3.767836,-0.0086672,-0.0515944,0.2033524,0.0703446,-0.0882636,0.0360986,0.0512146,0.0716283
166711,2009,SEQUENTIAL BRANDS GROUP INC,5.966,8.99,0.003,-0.319,0.484,-4.538,1.687,1,0.0538376,1988.667,0.187653,-0.0354839,-0.5047831,0.0728155,0.5675471,0.0374419,0.0503965,0.0727806
